link;year_op;transport_tech;power_capacity_max;power_capacity_min
BA-RS;2033;hvac;800.0;800.0
BA-RS;2033;hvdc;0.0;0.0
BA-RS;2038;hvac;800.0;800.0
BA-RS;2038;hvdc;0.0;0.0
BE-DE;2033;hvac;0.0;0.0
BE-DE;2033;hvdc;1000.0;1000.0
BE-DE;2038;hvac;0.0;0.0
BE-DE;2038;hvdc;1000.0;1000.0
BE-DK;2033;hvac;0.0;0.0
BE-DK;2033;hvdc;0.0;0.0
BE-DK;2038;hvac;0.0;0.0
BE-DK;2038;hvdc;2000.0;2000.0
BE-FR;2033;hvac;2800.0;2800.0
BE-FR;2033;hvdc;0.0;0.0
BE-FR;2038;hvac;3800.0;3800.0
BE-FR;2038;hvdc;0.0;0.0
BE-NL;2033;hvac;2400.0;2400.0
BE-NL;2033;hvdc;0.0;0.0
BE-NL;2038;hvac;4400.0;4400.0
BE-NL;2038;hvdc;0.0;0.0
BE-UK;2033;hvac;0.0;0.0
BE-UK;2033;hvdc;2400.0;2400.0
BE-UK;2038;hvac;0.0;0.0
BE-UK;2038;hvdc;2400.0;2400.0
BG-GR;2033;hvac;1200.0;1200.0
BG-GR;2033;hvdc;0.0;0.0
BG-GR;2038;hvac;1500.0;1500.0
BG-GR;2038;hvdc;0.0;0.0
BG-MK;2033;hvac;400.0;400.0
BG-MK;2033;hvdc;0.0;0.0
BG-MK;2038;hvac;400.0;400.0
BG-MK;2038;hvdc;0.0;0.0
BG-RO;2033;hvac;2000.0;2000.0
BG-RO;2033;hvdc;0.0;0.0
BG-RO;2038;hvac;2300.0;2300.0
BG-RO;2038;hvdc;0.0;0.0
BG-RS;2033;hvac;400.0;400.0
BG-RS;2033;hvdc;0.0;0.0
BG-RS;2038;hvac;840.0;840.0
BG-RS;2038;hvdc;0.0;0.0
BG-TR;2033;hvac;432.0;432.0
BG-TR;2033;hvdc;0.0;0.0
BG-TR;2038;hvac;900.0;900.0
BG-TR;2038;hvdc;0.0;0.0
CH-AT;2033;hvac;1200.0;1200.0
CH-AT;2033;hvdc;0.0;0.0
CH-AT;2038;hvac;1200.0;1200.0
CH-AT;2038;hvdc;0.0;0.0
CH-DE;2033;hvac;4200.0;4200.0
CH-DE;2033;hvdc;0.0;0.0
CH-DE;2038;hvac;4500.0;4500.0
CH-DE;2038;hvdc;0.0;0.0
CH-FR;2033;hvac;1400.0;1400.0
CH-FR;2033;hvdc;0.0;0.0
CH-FR;2038;hvac;1400.0;1400.0
CH-FR;2038;hvdc;0.0;0.0
CH-IT;2033;hvac;4572.0;4572.0
CH-IT;2033;hvdc;0.0;0.0
CH-IT;2038;hvac;4572.0;4572.0
CH-IT;2038;hvdc;1000.0;1000.0
CZ-AT;2033;hvac;900.0;900.0
CZ-AT;2033;hvdc;0.0;0.0
CZ-AT;2038;hvac;900.0;900.0
CZ-AT;2038;hvdc;0.0;0.0
CZ-DE;2033;hvac;3000.0;3000.0
CZ-DE;2033;hvdc;0.0;0.0
CZ-DE;2038;hvac;3000.0;3000.0
CZ-DE;2038;hvdc;0.0;0.0
CZ-PL;2033;hvac;1050.0;1050.0
CZ-PL;2033;hvdc;0.0;0.0
CZ-PL;2038;hvac;1050.0;1050.0
CZ-PL;2038;hvdc;0.0;0.0
CZ-SK;2033;hvac;1905.0;1905.0
CZ-SK;2033;hvdc;0.0;0.0
CZ-SK;2038;hvac;1905.0;1905.0
CZ-SK;2038;hvdc;0.0;0.0
DE-AT;2033;hvac;7500.0;7500.0
DE-AT;2033;hvdc;0.0;0.0
DE-AT;2038;hvac;7500.0;7500.0
DE-AT;2038;hvdc;0.0;0.0
DE-BE;2033;hvac;0.0;0.0
DE-BE;2033;hvdc;1000.0;1000.0
DE-BE;2038;hvac;0.0;0.0
DE-BE;2038;hvdc;1000.0;1000.0
DE-CH;2033;hvac;4400.0;4400.0
DE-CH;2033;hvdc;0.0;0.0
DE-CH;2038;hvac;5000.0;5000.0
DE-CH;2038;hvdc;0.0;0.0
DE-CZ;2033;hvac;3000.0;3000.0
DE-CZ;2033;hvdc;0.0;0.0
DE-CZ;2038;hvac;3000.0;3000.0
DE-CZ;2038;hvdc;0.0;0.0
DE-DK;2033;hvac;3900.0;3900.0
DE-DK;2033;hvdc;2600.0;2600.0
DE-DK;2038;hvac;3900.0;3900.0
DE-DK;2038;hvdc;2600.0;2600.0
DE-FR;2033;hvac;4800.0;4800.0
DE-FR;2033;hvdc;0.0;0.0
DE-FR;2038;hvac;4800.0;4800.0
DE-FR;2038;hvdc;0.0;0.0
DE-LU;2033;hvac;3700.0;3700.0
DE-LU;2033;hvdc;0.0;0.0
DE-LU;2038;hvac;3700.0;3700.0
DE-LU;2038;hvdc;0.0;0.0
DE-NL;2033;hvac;5000.0;5000.0
DE-NL;2033;hvdc;0.0;0.0
DE-NL;2038;hvac;5000.0;5000.0
DE-NL;2038;hvdc;0.0;0.0
DE-NO;2033;hvac;0.0;0.0
DE-NO;2033;hvdc;1400.0;1400.0
DE-NO;2038;hvac;0.0;0.0
DE-NO;2038;hvdc;1400.0;1400.0
DE-PL;2033;hvac;3000.0;3000.0
DE-PL;2033;hvdc;0.0;0.0
DE-PL;2038;hvac;3000.0;3000.0
DE-PL;2038;hvdc;0.0;0.0
DE-SE;2033;hvac;0.0;0.0
DE-SE;2033;hvdc;615.0;615.0
DE-SE;2038;hvac;0.0;0.0
DE-SE;2038;hvdc;1315.0;1315.0
DE-UK;2033;hvac;0.0;0.0
DE-UK;2033;hvdc;1400.0;1400.0
DE-UK;2038;hvac;0.0;0.0
DE-UK;2038;hvdc;2800.0;2800.0
DK-BE;2033;hvac;0.0;0.0
DK-BE;2033;hvdc;0.0;0.0
DK-BE;2038;hvac;0.0;0.0
DK-BE;2038;hvdc;2000.0;2000.0
DK-DE;2033;hvac;3900.0;3900.0
DK-DE;2033;hvdc;2585.0;2585.0
DK-DE;2038;hvac;3900.0;3900.0
DK-DE;2038;hvdc;2585.0;2585.0
DK-NL;2033;hvac;0.0;0.0
DK-NL;2033;hvdc;700.0;700.0
DK-NL;2038;hvac;0.0;0.0
DK-NL;2038;hvdc;700.0;700.0
DK-NO;2033;hvac;0.0;0.0
DK-NO;2033;hvdc;1632.0;1632.0
DK-NO;2038;hvac;0.0;0.0
DK-NO;2038;hvdc;1632.0;1632.0
DK-SE;2033;hvac;1700.0;1700.0
DK-SE;2033;hvdc;715.0;715.0
DK-SE;2038;hvac;1700.0;1700.0
DK-SE;2038;hvdc;715.0;715.0
DK-UK;2033;hvac;0.0;0.0
DK-UK;2033;hvdc;1400.0;1400.0
DK-UK;2038;hvac;0.0;0.0
DK-UK;2038;hvdc;1400.0;1400.0
EE-FI;2033;hvac;0.0;0.0
EE-FI;2033;hvdc;1016.0;1016.0
EE-FI;2038;hvac;0.0;0.0
EE-FI;2038;hvdc;1716.0;1716.0
EE-LV;2033;hvac;1035.0;1035.0
EE-LV;2033;hvdc;0.0;0.0
EE-LV;2038;hvac;1444.0;1444.0
EE-LV;2038;hvdc;0.0;0.0
ES-FR;2033;hvac;5600.0;5600.0
ES-FR;2033;hvdc;0.0;0.0
ES-FR;2038;hvac;6500.0;6500.0
ES-FR;2038;hvdc;0.0;0.0
ES-PT;2033;hvac;4200.0;4200.0
ES-PT;2033;hvdc;0.0;0.0
ES-PT;2038;hvac;4200.0;4200.0
ES-PT;2038;hvdc;0.0;0.0
FI-EE;2033;hvac;0.0;0.0
FI-EE;2033;hvdc;1016.0;1016.0
FI-EE;2038;hvac;0.0;0.0
FI-EE;2038;hvdc;1716.0;1716.0
FI-NO;2033;hvac;80.0;80.0
FI-NO;2033;hvdc;0.0;0.0
FI-NO;2038;hvac;150.0;150.0
FI-NO;2038;hvdc;150.0;150.0
FI-SE;2033;hvac;2000.0;2000.0
FI-SE;2033;hvdc;1200.0;1200.0
FI-SE;2038;hvac;2800.0;2800.0
FI-SE;2038;hvdc;1200.0;1200.0
FR-BE;2033;hvac;4300.0;4300.0
FR-BE;2033;hvdc;0.0;0.0
FR-BE;2038;hvac;5300.0;5300.0
FR-BE;2038;hvdc;0.0;0.0
FR-CH;2033;hvac;3700.0;3700.0
FR-CH;2033;hvdc;0.0;0.0
FR-CH;2038;hvac;3700.0;3700.0
FR-CH;2038;hvdc;0.0;0.0
FR-DE;2033;hvac;4800.0;4800.0
FR-DE;2033;hvdc;0.0;0.0
FR-DE;2038;hvac;4800.0;4800.0
FR-DE;2038;hvdc;0.0;0.0
FR-ES;2033;hvac;5300.0;5300.0
FR-ES;2033;hvdc;0.0;0.0
FR-ES;2038;hvac;6500.0;6500.0
FR-ES;2038;hvdc;0.0;0.0
FR-IE;2033;hvac;0.0;0.0
FR-IE;2033;hvdc;700.0;700.0
FR-IE;2038;hvac;0.0;0.0
FR-IE;2038;hvdc;700.0;700.0
FR-IT;2033;hvac;3285.0;3285.0
FR-IT;2033;hvdc;1200.0;1200.0
FR-IT;2038;hvac;3285.0;3285.0
FR-IT;2038;hvdc;1200.0;1200.0
FR-UK;2033;hvac;0.0;0.0
FR-UK;2033;hvdc;4000.0;4000.0
FR-UK;2038;hvac;0.0;0.0
FR-UK;2038;hvdc;5250.0;5250.0
GR-AL;2033;hvac;600.0;600.0
GR-AL;2033;hvdc;0.0;0.0
GR-AL;2038;hvac;600.0;600.0
GR-AL;2038;hvdc;0.0;0.0
GR-BG;2033;hvac;1200.0;1200.0
GR-BG;2033;hvdc;0.0;0.0
GR-BG;2038;hvac;1400.0;1400.0
GR-BG;2038;hvdc;0.0;0.0
GR-IT;2033;hvac;0.0;0.0
GR-IT;2033;hvdc;500.0;500.0
GR-IT;2038;hvac;0.0;0.0
GR-IT;2038;hvdc;1000.0;1000.0
GR-MK;2033;hvac;1100.0;1100.0
GR-MK;2033;hvdc;0.0;0.0
GR-MK;2038;hvac;1100.0;1100.0
GR-MK;2038;hvdc;0.0;0.0
GR-TR;2033;hvac;660.0;660.0
GR-TR;2033;hvdc;0.0;0.0
GR-TR;2038;hvac;1260.0;1260.0
GR-TR;2038;hvdc;0.0;0.0
HR-BA;2033;hvac;800.0;800.0
HR-BA;2033;hvdc;0.0;0.0
HR-BA;2038;hvac;800.0;800.0
HR-BA;2038;hvdc;0.0;0.0
HR-HU;2033;hvac;800.0;800.0
HR-HU;2033;hvdc;0.0;0.0
HR-HU;2038;hvac;800.0;800.0
HR-HU;2038;hvdc;0.0;0.0
HR-RS;2033;hvac;300.0;300.0
HR-RS;2033;hvdc;0.0;0.0
HR-RS;2038;hvac;300.0;300.0
HR-RS;2038;hvdc;0.0;0.0
HR-SI;2033;hvac;1500.0;1500.0
HR-SI;2033;hvdc;0.0;0.0
HR-SI;2038;hvac;1500.0;1500.0
HR-SI;2038;hvdc;0.0;0.0
HU-AT;2033;hvac;800.0;800.0
HU-AT;2033;hvdc;0.0;0.0
HU-AT;2038;hvac;800.0;800.0
HU-AT;2038;hvdc;0.0;0.0
HU-HR;2033;hvac;1000.0;1000.0
HU-HR;2033;hvdc;0.0;0.0
HU-HR;2038;hvac;1000.0;1000.0
HU-HR;2038;hvdc;0.0;0.0
HU-RO;2033;hvac;1300.0;1300.0
HU-RO;2033;hvdc;0.0;0.0
HU-RO;2038;hvac;2300.0;2300.0
HU-RO;2038;hvdc;0.0;0.0
HU-RS;2033;hvac;920.0;920.0
HU-RS;2033;hvdc;0.0;0.0
HU-RS;2038;hvac;920.0;920.0
HU-RS;2038;hvdc;0.0;0.0
HU-SI;2033;hvac;1200.0;1200.0
HU-SI;2033;hvdc;0.0;0.0
HU-SI;2038;hvac;1200.0;1200.0
HU-SI;2038;hvdc;0.0;0.0
HU-SK;2033;hvac;1533.0;1533.0
HU-SK;2033;hvdc;0.0;0.0
HU-SK;2038;hvac;1533.0;1533.0
HU-SK;2038;hvdc;0.0;0.0
IE-FR;2033;hvac;0.0;0.0
IE-FR;2033;hvdc;700.0;700.0
IE-FR;2038;hvac;0.0;0.0
IE-FR;2038;hvdc;700.0;700.0
IE-UK;2033;hvac;1250.0;1250.0
IE-UK;2033;hvdc;1000.0;1000.0
IE-UK;2038;hvac;1250.0;1250.0
IE-UK;2038;hvdc;1000.0;1000.0
IT-AT;2033;hvac;545.0;545.0
IT-AT;2033;hvdc;0.0;0.0
IT-AT;2038;hvac;545.0;545.0
IT-AT;2038;hvdc;0.0;0.0
IT-CH;2033;hvac;1910.0;1910.0
IT-CH;2033;hvdc;0.0;0.0
IT-CH;2038;hvac;1910.0;1910.0
IT-CH;2038;hvdc;1000.0;1000.0
IT-FR;2033;hvac;960.0;960.0
IT-FR;2033;hvdc;1200.0;1200.0
IT-FR;2038;hvac;960.0;960.0
IT-FR;2038;hvdc;1200.0;1200.0
IT-GR;2033;hvac;0.0;0.0
IT-GR;2033;hvdc;500.0;500.0
IT-GR;2038;hvac;0.0;0.0
IT-GR;2038;hvdc;1000.0;1000.0
IT-ME;2033;hvac;0.0;0.0
IT-ME;2033;hvdc;600.0;600.0
IT-ME;2038;hvac;0.0;0.0
IT-ME;2038;hvdc;600.0;600.0
IT-MT;2033;hvac;450.0;450.0
IT-MT;2033;hvdc;0.0;0.0
IT-MT;2038;hvac;450.0;450.0
IT-MT;2038;hvdc;0.0;0.0
IT-SI;2033;hvac;680.0;680.0
IT-SI;2033;hvdc;0.0;0.0
IT-SI;2038;hvac;680.0;680.0
IT-SI;2038;hvdc;0.0;0.0
LT-LV;2033;hvac;1000.0;1000.0
LT-LV;2033;hvdc;0.0;0.0
LT-LV;2038;hvac;1300.0;1300.0
LT-LV;2038;hvdc;0.0;0.0
LT-PL;2033;hvac;150.0;150.0
LT-PL;2033;hvdc;0.0;0.0
LT-PL;2038;hvac;150.0;150.0
LT-PL;2038;hvdc;700.0;700.0
LT-SE;2033;hvac;0.0;0.0
LT-SE;2033;hvdc;700.0;700.0
LT-SE;2038;hvac;0.0;0.0
LT-SE;2038;hvdc;700.0;700.0
LU-DE;2033;hvac;3700.0;3700.0
LU-DE;2033;hvdc;0.0;0.0
LU-DE;2038;hvac;3700.0;3700.0
LU-DE;2038;hvdc;0.0;0.0
LV-EE;2033;hvac;845.0;845.0
LV-EE;2033;hvdc;0.0;0.0
LV-EE;2038;hvac;1259.0;1259.0
LV-EE;2038;hvdc;0.0;0.0
LV-LT;2033;hvac;850.0;850.0
LV-LT;2033;hvdc;0.0;0.0
LV-LT;2038;hvac;1200.0;1200.0
LV-LT;2038;hvdc;0.0;0.0
ME-AL;2033;hvac;300.0;300.0
ME-AL;2033;hvdc;0.0;0.0
ME-AL;2038;hvac;300.0;300.0
ME-AL;2038;hvdc;0.0;0.0
ME-BA;2033;hvac;500.0;500.0
ME-BA;2033;hvdc;0.0;0.0
ME-BA;2038;hvac;700.0;700.0
ME-BA;2038;hvdc;0.0;0.0
ME-IT;2033;hvac;0.0;0.0
ME-IT;2033;hvdc;600.0;600.0
ME-IT;2038;hvac;0.0;0.0
ME-IT;2038;hvdc;600.0;600.0
ME-RS;2033;hvac;400.0;400.0
ME-RS;2033;hvdc;0.0;0.0
ME-RS;2038;hvac;400.0;400.0
ME-RS;2038;hvdc;0.0;0.0
MK-AL;2033;hvac;500.0;500.0
MK-AL;2033;hvdc;0.0;0.0
MK-AL;2038;hvac;500.0;500.0
MK-AL;2038;hvdc;0.0;0.0
MK-BG;2033;hvac;400.0;400.0
MK-BG;2033;hvdc;0.0;0.0
MK-BG;2038;hvac;400.0;400.0
MK-BG;2038;hvdc;0.0;0.0
MK-GR;2033;hvac;850.0;850.0
MK-GR;2033;hvdc;0.0;0.0
MK-GR;2038;hvac;850.0;850.0
MK-GR;2038;hvdc;0.0;0.0
MK-RS;2033;hvac;600.0;600.0
MK-RS;2033;hvdc;0.0;0.0
MK-RS;2038;hvac;600.0;600.0
MK-RS;2038;hvdc;0.0;0.0
MT-IT;2033;hvac;425.0;425.0
MT-IT;2033;hvdc;0.0;0.0
MT-IT;2038;hvac;425.0;425.0
MT-IT;2038;hvdc;0.0;0.0
NL-BE;2033;hvac;3400.0;3400.0
NL-BE;2033;hvdc;0.0;0.0
NL-BE;2038;hvac;4400.0;4400.0
NL-BE;2038;hvdc;0.0;0.0
NL-DE;2033;hvac;5000.0;5000.0
NL-DE;2033;hvdc;0.0;0.0
NL-DE;2038;hvac;5000.0;5000.0
NL-DE;2038;hvdc;0.0;0.0
NL-DK;2033;hvac;0.0;0.0
NL-DK;2033;hvdc;700.0;700.0
NL-DK;2038;hvac;0.0;0.0
NL-DK;2038;hvdc;700.0;700.0
NL-NO;2033;hvac;0.0;0.0
NL-NO;2033;hvdc;700.0;700.0
NL-NO;2038;hvac;0.0;0.0
NL-NO;2038;hvdc;700.0;700.0
NL-UK;2033;hvac;0.0;0.0
NL-UK;2033;hvdc;1000.0;1000.0
NL-UK;2038;hvac;0.0;0.0
NL-UK;2038;hvdc;2800.0;2800.0
NO-DE;2033;hvac;0.0;0.0
NO-DE;2033;hvdc;1400.0;1400.0
NO-DE;2038;hvac;0.0;0.0
NO-DE;2038;hvdc;1400.0;1400.0
NO-DK;2033;hvac;0.0;0.0
NO-DK;2033;hvdc;1632.0;1632.0
NO-DK;2038;hvac;0.0;0.0
NO-DK;2038;hvdc;1632.0;1632.0
NO-FI;2033;hvac;80.0;80.0
NO-FI;2033;hvdc;0.0;0.0
NO-FI;2038;hvac;150.0;150.0
NO-FI;2038;hvdc;150.0;150.0
NO-NL;2033;hvac;0.0;0.0
NO-NL;2033;hvdc;700.0;700.0
NO-NL;2038;hvac;0.0;0.0
NO-NL;2038;hvdc;700.0;700.0
NO-SE;2033;hvac;3695.0;3695.0
NO-SE;2033;hvdc;0.0;0.0
NO-SE;2038;hvac;3695.0;3695.0
NO-SE;2038;hvdc;0.0;0.0
NO-UK;2033;hvac;0.0;0.0
NO-UK;2033;hvdc;1400.0;1400.0
NO-UK;2038;hvac;0.0;0.0
NO-UK;2038;hvdc;1400.0;1400.0
PL-CZ;2033;hvac;1000.0;1000.0
PL-CZ;2033;hvdc;0.0;0.0
PL-CZ;2038;hvac;1000.0;1000.0
PL-CZ;2038;hvdc;0.0;0.0
PL-DE;2033;hvac;3000.0;3000.0
PL-DE;2033;hvdc;0.0;0.0
PL-DE;2038;hvac;3000.0;3000.0
PL-DE;2038;hvdc;0.0;0.0
PL-LT;2033;hvac;150.0;150.0
PL-LT;2033;hvdc;0.0;0.0
PL-LT;2038;hvac;150.0;150.0
PL-LT;2038;hvdc;700.0;700.0
PL-SE;2033;hvac;0.0;0.0
PL-SE;2033;hvdc;600.0;600.0
PL-SE;2038;hvac;0.0;0.0
PL-SE;2038;hvdc;600.0;600.0
PL-SK;2033;hvac;894.0;894.0
PL-SK;2033;hvdc;0.0;0.0
PL-SK;2038;hvac;894.0;894.0
PL-SK;2038;hvdc;0.0;0.0
PT-ES;2033;hvac;3500.0;3500.0
PT-ES;2033;hvdc;0.0;0.0
PT-ES;2038;hvac;3500.0;3500.0
PT-ES;2038;hvdc;0.0;0.0
RO-BG;2033;hvac;2000.0;2000.0
RO-BG;2033;hvdc;0.0;0.0
RO-BG;2038;hvac;2300.0;2300.0
RO-BG;2038;hvdc;0.0;0.0
RO-HU;2033;hvac;1400.0;1400.0
RO-HU;2033;hvdc;0.0;0.0
RO-HU;2038;hvac;2140.0;2140.0
RO-HU;2038;hvdc;0.0;0.0
RO-RS;2033;hvac;1300.0;1300.0
RO-RS;2033;hvdc;0.0;0.0
RO-RS;2038;hvac;2000.0;2000.0
RO-RS;2038;hvdc;0.0;0.0
RS-AL;2033;hvac;250.0;250.0
RS-AL;2033;hvdc;0.0;0.0
RS-AL;2038;hvac;250.0;250.0
RS-AL;2038;hvdc;0.0;0.0
RS-BA;2033;hvac;800.0;800.0
RS-BA;2033;hvdc;0.0;0.0
RS-BA;2038;hvac;800.0;800.0
RS-BA;2038;hvdc;0.0;0.0
RS-BG;2033;hvac;400.0;400.0
RS-BG;2033;hvdc;0.0;0.0
RS-BG;2038;hvac;620.0;620.0
RS-BG;2038;hvdc;0.0;0.0
RS-HR;2033;hvac;300.0;300.0
RS-HR;2033;hvdc;0.0;0.0
RS-HR;2038;hvac;300.0;300.0
RS-HR;2038;hvdc;0.0;0.0
RS-HU;2033;hvac;1390.0;1390.0
RS-HU;2033;hvdc;0.0;0.0
RS-HU;2038;hvac;1390.0;1390.0
RS-HU;2038;hvdc;0.0;0.0
RS-ME;2033;hvac;500.0;500.0
RS-ME;2033;hvdc;0.0;0.0
RS-ME;2038;hvac;500.0;500.0
RS-ME;2038;hvdc;0.0;0.0
RS-MK;2033;hvac;600.0;600.0
RS-MK;2033;hvdc;0.0;0.0
RS-MK;2038;hvac;600.0;600.0
RS-MK;2038;hvdc;0.0;0.0
RS-RO;2033;hvac;1300.0;1300.0
RS-RO;2033;hvdc;0.0;0.0
RS-RO;2038;hvac;1949.0;1949.0
RS-RO;2038;hvdc;0.0;0.0
SE-DE;2033;hvac;0.0;0.0
SE-DE;2033;hvdc;615.0;615.0
SE-DE;2038;hvac;0.0;0.0
SE-DE;2038;hvdc;1315.0;1315.0
SE-DK;2033;hvac;1300.0;1300.0
SE-DK;2033;hvdc;715.0;715.0
SE-DK;2038;hvac;1300.0;1300.0
SE-DK;2038;hvdc;715.0;715.0
SE-FI;2033;hvac;2000.0;2000.0
SE-FI;2033;hvdc;1200.0;1200.0
SE-FI;2038;hvac;2800.0;2800.0
SE-FI;2038;hvdc;1200.0;1200.0
SE-LT;2033;hvac;0.0;0.0
SE-LT;2033;hvdc;700.0;700.0
SE-LT;2038;hvac;0.0;0.0
SE-LT;2038;hvdc;700.0;700.0
SE-NO;2033;hvac;3995.0;3995.0
SE-NO;2033;hvdc;0.0;0.0
SE-NO;2038;hvac;3995.0;3995.0
SE-NO;2038;hvdc;0.0;0.0
SE-PL;2033;hvac;0.0;0.0
SE-PL;2033;hvdc;600.0;600.0
SE-PL;2038;hvac;0.0;0.0
SE-PL;2038;hvdc;600.0;600.0
SI-AT;2033;hvac;950.0;950.0
SI-AT;2033;hvdc;0.0;0.0
SI-AT;2038;hvac;950.0;950.0
SI-AT;2038;hvdc;0.0;0.0
SI-HR;2033;hvac;1500.0;1500.0
SI-HR;2033;hvdc;0.0;0.0
SI-HR;2038;hvac;1500.0;1500.0
SI-HR;2038;hvdc;0.0;0.0
SI-HU;2033;hvac;1200.0;1200.0
SI-HU;2033;hvdc;0.0;0.0
SI-HU;2038;hvac;1200.0;1200.0
SI-HU;2038;hvdc;0.0;0.0
SI-IT;2033;hvac;800.0;800.0
SI-IT;2033;hvdc;0.0;0.0
SI-IT;2038;hvac;800.0;800.0
SI-IT;2038;hvdc;0.0;0.0
SK-CZ;2033;hvac;1600.0;1600.0
SK-CZ;2033;hvdc;0.0;0.0
SK-CZ;2038;hvac;1600.0;1600.0
SK-CZ;2038;hvdc;0.0;0.0
SK-HU;2033;hvac;3065.0;3065.0
SK-HU;2033;hvdc;0.0;0.0
SK-HU;2038;hvac;3065.0;3065.0
SK-HU;2038;hvdc;0.0;0.0
SK-PL;2033;hvac;1110.0;1110.0
SK-PL;2033;hvdc;0.0;0.0
SK-PL;2038;hvac;1110.0;1110.0
SK-PL;2038;hvdc;0.0;0.0
TR-BG;2033;hvac;334.0;334.0
TR-BG;2033;hvdc;0.0;0.0
TR-BG;2038;hvac;500.0;500.0
TR-BG;2038;hvdc;0.0;0.0
TR-GR;2033;hvac;580.0;580.0
TR-GR;2033;hvdc;0.0;0.0
TR-GR;2038;hvac;1180.0;1180.0
TR-GR;2038;hvdc;0.0;0.0
UK-BE;2033;hvac;0.0;0.0
UK-BE;2033;hvdc;2400.0;2400.0
UK-BE;2038;hvac;0.0;0.0
UK-BE;2038;hvdc;2400.0;2400.0
UK-DE;2033;hvac;0.0;0.0
UK-DE;2033;hvdc;1400.0;1400.0
UK-DE;2038;hvac;0.0;0.0
UK-DE;2038;hvdc;2800.0;2800.0
UK-DK;2033;hvac;0.0;0.0
UK-DK;2033;hvdc;1400.0;1400.0
UK-DK;2038;hvac;0.0;0.0
UK-DK;2038;hvdc;1400.0;1400.0
UK-FR;2033;hvac;0.0;0.0
UK-FR;2033;hvdc;4000.0;4000.0
UK-FR;2038;hvac;0.0;0.0
UK-FR;2038;hvdc;5250.0;5250.0
UK-IE;2033;hvac;1200.0;1200.0
UK-IE;2033;hvdc;1000.0;1000.0
UK-IE;2038;hvac;1200.0;1200.0
UK-IE;2038;hvdc;1000.0;1000.0
UK-NL;2033;hvac;0.0;0.0
UK-NL;2033;hvdc;1000.0;1000.0
UK-NL;2038;hvac;0.0;0.0
UK-NL;2038;hvdc;3000.0;3000.0
UK-NO;2033;hvac;0.0;0.0
UK-NO;2033;hvdc;1400.0;1400.0
UK-NO;2038;hvac;0.0;0.0
UK-NO;2038;hvdc;1400.0;1400.0
AL-GR;2043;hvac;600.0;600.0
AL-GR;2043;hvdc;0.0;0.0
AL-ME;2043;hvac;450.0;450.0
AL-ME;2043;hvdc;0.0;0.0
AL-MK;2043;hvac;750.0;750.0
AL-MK;2043;hvdc;0.0;0.0
AL-RS;2043;hvac;375.0;375.0
AL-RS;2043;hvdc;0.0;0.0
AT-CH;2043;hvac;1800.0;1800.0
AT-CH;2043;hvdc;0.0;0.0
AT-CZ;2043;hvac;1350.0;1350.0
AT-CZ;2043;hvdc;0.0;0.0
AT-DE;2043;hvac;11250.0;11250.0
AT-DE;2043;hvdc;0.0;0.0
AT-HU;2043;hvac;1200.0;1200.0
AT-HU;2043;hvdc;0.0;0.0
AT-IT;2043;hvac;1087.5;1087.5
AT-IT;2043;hvdc;0.0;0.0
AT-SI;2043;hvac;1425.0;1425.0
AT-SI;2043;hvdc;0.0;0.0
BA-HR;2043;hvac;1200.0;1200.0
BA-HR;2043;hvdc;0.0;0.0
BA-ME;2043;hvac;750.0;750.0
BA-ME;2043;hvdc;0.0;0.0
BA-RS;2043;hvac;1200.0;1200.0
BA-RS;2043;hvdc;0.0;0.0
BE-DE;2043;hvac;0.0;0.0
BE-DE;2043;hvdc;1500.0;1500.0
BE-DK;2043;hvac;0.0;0.0
BE-DK;2043;hvdc;0.0;0.0
BE-FR;2043;hvac;4200.0;4200.0
BE-FR;2043;hvdc;0.0;0.0
BE-NL;2043;hvac;3600.0;3600.0
BE-NL;2043;hvdc;0.0;0.0
BE-UK;2043;hvac;0.0;0.0
BE-UK;2043;hvdc;3600.0;3600.0
BG-GR;2043;hvac;1800.0;1800.0
BG-GR;2043;hvdc;0.0;0.0
BG-MK;2043;hvac;600.0;600.0
BG-MK;2043;hvdc;0.0;0.0
BG-RO;2043;hvac;3000.0;3000.0
BG-RO;2043;hvdc;0.0;0.0
BG-RS;2043;hvac;600.0;600.0
BG-RS;2043;hvdc;0.0;0.0
BG-TR;2043;hvac;648.0;648.0
BG-TR;2043;hvdc;0.0;0.0
CH-AT;2043;hvac;1800.0;1800.0
CH-AT;2043;hvdc;0.0;0.0
CH-DE;2043;hvac;6300.0;6300.0
CH-DE;2043;hvdc;0.0;0.0
CH-FR;2043;hvac;2100.0;2100.0
CH-FR;2043;hvdc;0.0;0.0
CH-IT;2043;hvac;6858.0;6858.0
CH-IT;2043;hvdc;0.0;0.0
CZ-AT;2043;hvac;1350.0;1350.0
CZ-AT;2043;hvdc;0.0;0.0
CZ-DE;2043;hvac;4500.0;4500.0
CZ-DE;2043;hvdc;0.0;0.0
CZ-PL;2043;hvac;1575.0;1575.0
CZ-PL;2043;hvdc;0.0;0.0
CZ-SK;2043;hvac;2857.5;2857.5
CZ-SK;2043;hvdc;0.0;0.0
DE-AT;2043;hvac;11250.0;11250.0
DE-AT;2043;hvdc;0.0;0.0
DE-BE;2043;hvac;0.0;0.0
DE-BE;2043;hvdc;1500.0;1500.0
DE-CH;2043;hvac;6600.0;6600.0
DE-CH;2043;hvdc;0.0;0.0
